Rank,Network,Address,Prizes,Balance,Winrate
1233,0xd917eb4dcfccf91e6496702bc6309d5a59eef713,polygon,716,11886,6.36%
1234,0x05abce7f3ac5f0ad428feae3802054c4aad92e42,polygon,656,10642,6.36%
1235,0x49c8ab38b44e98c568244f3188f3f4a40ae769ad,polygon,199,2161,6.35%
1236,0x5c8a2c6e6df5a95c8b87dcb2e8ea1488cee38944,polygon,1032,16987,6.33%
1237,0x72e679728b55ebe7f095449a6522b71c854bd6ba,polygon,570,9570,6.33%
1238,0xaeb490cd3694be9eb0eec330642fc7282c142916,polygon,1336,21266,6.33%
1239,0xe000802f5005ed958793e7f0520a766f583b70ab,polygon,21,353,6.32%
1240,0x533f5e76693a4dc5c7a852faaea0a42d162e9be1,polygon,60,1009,6.32%
1241,0x9d6e1a083fcdc7bd4c6873bb7c9728a3da814240,polygon,632,10632,6.32%
1242,0x37cf3b39872658397f04662d6759b0b1eb93629d,polygon,1034,16992,6.31%
1243,0xc3f6f9958736eca92a5d50bec96d4de2aae6a280,polygon,62,1045,6.31%
1244,0x25eac2a95f87b0654caca698a4384a661720f2e6,polygon,323,4252,6.30%
1245,0x710de0e5fc710637d1f8de7e58a848e3d9a3a49b,polygon,10,84,6.30%
1246,0x54331bfdf4a7eaf77cf51fd1538513684dce874d,polygon,1012,16997,6.30%
1247,0x07c35db04cd94ba5ac618380a4f2de0fe6aff349,polygon,43,642,6.30%
1248,0x31f5f9230118cef4920a59526e0663451d61d045,polygon,10,169,6.29%
1249,0xbe47f85aafccfa4424e1a35d892049ddbfac2ca6,polygon,9,135,6.29%
1250,0x936edd008b6476e2627106dd03439cd8f0d4388d,polygon,629,10629,6.29%
1251,0x1f83b9f1ac3e32617a89ff600d640f3d6c0a5295,polygon,503,7015,6.29%
1252,0x31ef1c17d2901b0f12da308b836393d112a87ce6,polygon,888,15024,6.28%
1253,0x9b09456583add24e4e59d652bdcacc59c985fcd6,polygon,1172,19409,6.28%
1254,0xcdd70eb32e97f3d0b718b953a67d12740c7b29df,polygon,309,5230,6.28%
1255,0x48a7e4f10b34ad5b74eef2ae3f82b69783ec60c4,polygon,128,1913,6.28%
1256,0x043707a35ae5f53a6c5160d645fddb6727c0d1e2,polygon,50,848,6.27%
1257,0xd2b528ad0da58df5c8abd4bbd6d58072394e1e5f,polygon,564,9564,6.27%
1258,0x18ac28b7b5a57f185a04601d891342c972144342,polygon,1,17,6.26%
1259,0x1a7dab7288f8c4d213b26dddd84185cf1d735026,polygon,1454,23910,6.26%
1260,0x619bd022dc645374152ac9181fd0ff3e4b3d10fb,polygon,17,289,6.26%
1261,0x40bb6c315b23e465cf9185797e1fe1eaea4893c1,polygon,626,10626,6.26%
1262,0x90b6dc145cad4c4f30b2372ef2f00908d2848a67,polygon,641,10626,6.26%
1263,0xdd01b07396eb37e01d2a630dbb64e60a4df75dae,polygon,1,17,6.26%
1264,0x13a477fd91ca18a8d366440a5726227e0bbff4b8,polygon,10,170,6.26%
1265,0xe1f987cb66d8f0da79cb0fe245500200bbfba51e,polygon,98,1495,6.25%
1266,0x2e9557a659047bf9d22f4c0194d7b4ffb3ad174e,polygon,10,170,6.25%
1267,0x52909543c4c7141cb8e0cf1de6bc4936037cf8c6,polygon,10,170,6.25%
1268,0x1ac912281d45f195a905a14b732b6b451387b870,polygon,5,85,6.25%
1269,0x60920965e69692698a876af99ce09cf248d0e8e4,polygon,60,1020,6.25%
1270,0x7a682cdb8e30402364aebcd0a94abe74d99af1b8,polygon,523,8468,6.25%
1271,0xa3ae1cef317e56cf8d1a7807ef620197bb0f61ec,polygon,796,13538,6.25%
1272,0xf1147f7313a24bad6ecd8a1de02bb3417a2c6c1f,polygon,432,7163,6.24%
1273,0xbc507ea4d12763a93bb862563da0ce3ae638e66d,polygon,65,1004,6.24%
1274,0x9e545574c59115bd78869d815df4d53a70d83fb4,polygon,39,614,6.23%
1275,0x84e57f7e6bd4a60e8002cb345e2adb75f753dcac,polygon,71,1211,6.23%
1276,0xcd118d9938e3b16d80e807bba189a7b2e9e6c051,polygon,1264,21250,6.22%
1277,0xfe849496b50837f4388ad336c0ac5f8b7d1ca99d,polygon,31,530,6.21%
1278,0xea4a44c793ddd0c97ed0153ddcf293028a3c01c9,polygon,626,10621,6.21%
1279,0xc3bc6e51f2e8fc72de2a40a7ccf94e8f555585fe,polygon,588,7116,6.21%
1280,0x0d389aa79159030f4c7651ea98f56193f448c3f9,polygon,93,1506,6.20%
1281,0xbbd09ecf1f064c070930129713350dce79a3ca3b,avalanche,67,1062,6.20%
1282,0xa2342b7e129a9920a0c73f247e0c0d27db895aaf,polygon,35,600,6.19%
1283,0x7098d5ee6c5f1d1641f3a872e9acf0b97cc8aa75,polygon,2,17,6.19%
1284,0xd523172a5ecd52f181bd6a060298ed3d1c474484,polygon,38,567,6.18%
1285,0x060f360a36daa1badebf81224a3c5b5ad4ea27c0,polygon,409,7022,6.18%
1286,0x09528b6c6fc792eff0c70563c9b4c4c6e38da61d,ethereum,4813,60299,6.18%
1287,0x00f5058230d8dff9047b2bdfa14edae21c53d0fc,polygon,1302,22227,6.17%
1288,0x24269a5541889eec5afa33cd4b316daad1a98240,polygon,617,10617,6.17%
1289,0xcbb84b5d5e6e3582463ac98c9f26653e426ba4ba,polygon,38,654,6.17%
1290,0x97ba1ebb5129df5503a83f7286552d31e5e08d34,polygon,622,10620,6.17%
1291,0x1be1886b56dda8dbd5a9c97d83af01181696da2d,polygon,631,10616,6.16%
1292,0xe9e246baaa0ab4cf85f6546e2ae9e3b82a9adab0,polygon,12,207,6.16%
1293,0x935914ad4a126647af35378384d70c741892a5fa,polygon,220,3794,6.16%
1294,0x8ac29cd5d9ce3ab16ce1902323c762a22972f330,polygon,993,16963,6.15%
1295,0x2ae55c67ac4333dc8d4c6b061db63e4749b47169,polygon,1332,22987,6.15%
1296,0x229a930db06a3607db89fd8cb7e7e13ed28c692a,polygon,605,7112,6.15%
1297,0x3f9749097763609dab51491a2d84bd879cdf47e1,polygon,625,10621,6.15%
1298,0xf12d6a3187b54cb82062e492b08bc271edc00b7b,polygon,6,104,6.14%
1299,0x9d8fde796b53a33c6f6cd28f32b7df8ce6fc80d2,polygon,38,657,6.14%
1300,0xfb08f98a58f9675c0c5c172046303db3d384f79a,polygon,60,1038,6.14%
1301,0xca451c0ca3fc6e117ec622a785f615791e5a61aa,polygon,1231,21229,6.13%
1302,0xccbc0048ea26ce7d0c2495194d91e7e5ffb7af75,polygon,1235,21225,6.12%
1303,0x87211c37cdd78e2bb62b3bc35122d25f5515abf0,polygon,3,52,6.12%
1304,0x991db6607db175c336dda8affd8de78c077477ad,polygon,678,9993,6.12%
1305,0xd9f97d34d252223204ecad59222e0789bf3b7b56,polygon,1243,21229,6.11%
1306,0x7ee567d2ac5dca4c422281deb1e2334a805ba6c1,polygon,571,9911,6.11%
1307,0xf8aa598d50fd5bde9a80557404c8cf0f45f29c81,polygon,1061,17296,6.11%
1308,0x4f60ee74fc75531432435d73e5c8392951ddb5f5,polygon,981,16956,6.11%
1309,0xab6dc3f226b98b67063e7414ba196744209a65bc,polygon,996,16959,6.11%
1310,0xd751ec7e9dacc89944979ce2a86885124dd52dc5,polygon,66,1061,6.10%
1311,0xd26437c618ab68fc8cafb9cc48298683098c57a7,polygon,610,10610,6.10%
1312,0xd76679fad5e7c1395b21bbfc06e63bea7277e4bf,polygon,5,87,6.10%
1313,0x81831cc81a5e4ea48da346b853808b3fa5f3f2b3,polygon,301,5239,6.10%
1314,0x9a1a5f4b8366f2ed148a7fe55e7154ede6fc75d3,polygon,11,192,6.09%
1315,0x215f56e2ee33250122463fc9b1b4f066f4a5da1c,polygon,129,2077,6.08%
1316,0x35f0a7f6f3c4799481825c52e7030320d741c45f,polygon,1004,12729,6.07%
1317,0x0b69058e79e06d851f39ed31464971f96ea993dd,polygon,67,297,6.07%
1318,0xbf760fd4535fb211e5c6881b28283b60d1a059bf,polygon,1426,20036,6.07%
1319,0x4c6418b814b70c0a3a102108e5988cbf4c08b4d6,polygon,60,1049,6.07%
1320,0x62be516b8a624bcd391790d0d41cc6b795f57a06,polygon,286,5000,6.07%
1321,0x6ed43943611416f99f64170cd59e43d45c63b8fe,polygon,1,17,6.06%
1322,0xf65417cc3ab411b5e06f6335687fe8694a5738fa,polygon,72,1261,6.06%
1323,0x30d41a62b6e36e72b4fed35236c3168f4369b2f5,polygon,5,88,6.05%
1324,0x73abbda1a0c9dde8f83199e7afb94592271fbb13,polygon,316,4242,6.05%
1325,0xcb15649d7b7a1eb01fb1acd14809de6cf82aa1a0,polygon,12,210,6.05%
1326,0x3caf798385bd4fec2efd9efea71f95e2d01c3ac0,avalanche,302,5302,6.04%
1327,0xbe0c04ec30d93fec3384f070ddb0252dde38b4fe,polygon,3818,66815,6.04%
1328,0x69363a092d7044f7f6b94ac290542b1fde0641a0,polygon,543,9543,6.03%
1329,0x60020f103fe5afe856a84d0c6a785e3f121e98c3,polygon,38,580,6.03%
1330,0x3052c6ba9a579fb558207a7ac9feb442277889a8,polygon,5,88,6.03%
1331,0x021eea64445cdb258f9795da60808696c8f44738,polygon,1105,18914,6.03%
1332,0x67305b595b84dda36efdf7f7faa15f089393efae,polygon,59,1039,6.02%
1333,0x595368da646d0ad85f5b473de49383a6bfb9bff6,polygon,612,10602,6.02%
1334,0x84c6c8f6e578759dac1fb0b103b846f4c1c5e305,polygon,617,10605,6.02%
1335,0xe623d02d76df7709301aa40384fdbc59b543f179,polygon,88,1550,6.02%
1336,0xb6e5ea4ad46c59b66d57eefc93991fa61e4df672,polygon,24,423,6.01%
1337,0xdb6ba870344d764555adc7a544f6524c0ddeeaac,polygon,601,10601,6.01%
